真,560,560,7392,接頭詞,名詞接続,*,*,*,*,真,マ,マ
真,560,560,9112,接頭詞,名詞接続,*,*,*,*,真,シン,シン
平,560,560,8019,接頭詞,名詞接続,*,*,*,*,平,ヒラ,ヒラ
元,560,560,5009,接頭詞,名詞接続,*,*,*,*,元,モト,モト
代,560,560,8279,接頭詞,名詞接続,*,*,*,*,代,ダイ,ダイ
ふた,560,560,7200,接頭詞,名詞接続,*,*,*,*,ふた,フタ,フタ
片,560,560,6364,接頭詞,名詞接続,*,*,*,*,片,カタ,カタ
翌,560,560,8000,接頭詞,名詞接続,*,*,*,*,翌,ヨク,ヨク
生,560,560,9659,接頭詞,名詞接続,*,*,*,*,生,ナマ,ナマ
生,560,560,7440,接頭詞,名詞接続,*,*,*,*,生,キ,キ
長,560,560,11593,接頭詞,名詞接続,*,*,*,*,長,ナガ,ナガ
長,560,560,10748,接頭詞,名詞接続,*,*,*,*,長,チョウ,チョー
ポスト,560,560,6614,接頭詞,名詞接続,*,*,*,*,ポスト,ポスト,ポスト
双,560,560,7838,接頭詞,名詞接続,*,*,*,*,双,ソウ,ソー
真っ,557,557,6870,接頭詞,形容詞接続,*,*,*,*,真っ,マッ,マッ
枚,558,558,5693,接頭詞,数接続,*,*,*,*,枚,マイ,マイ
青,560,560,8409,接頭詞,名詞接続,*,*,*,*,青,アオ,アオ
御,559,559,5796,接頭詞,動詞接続,*,*,*,*,御,オ,オ
副,560,560,3353,接頭詞,名詞接続,*,*,*,*,副,フク,フク
過,560,560,6593,接頭詞,名詞接続,*,*,*,*,過,カ,カ
再,560,560,5494,接頭詞,名詞接続,*,*,*,*,再,サイ,サイ
今,560,560,10869,接頭詞,名詞接続,*,*,*,*,今,コン,コン
今,560,560,6863,接頭詞,名詞接続,*,*,*,*,今,イマ,イマ
小,560,560,9129,接頭詞,名詞接続,*,*,*,*,小,ショウ,ショー
小,560,560,5846,接頭詞,名詞接続,*,*,*,*,小,コ,コ
計,558,558,5282,接頭詞,数接続,*,*,*,*,計,ケイ,ケイ
大,559,559,7947,接頭詞,動詞接続,*,*,*,*,大,オオ,オー
正,560,560,7240,接頭詞,名詞接続,*,*,*,*,正,セイ,セイ
第,560,560,10338,接頭詞,名詞接続,*,*,*,*,第,ダイ,ダイ
ぶち,559,559,6383,接頭詞,動詞接続,*,*,*,*,ぶち,ブチ,ブチ
御,557,557,6326,接頭詞,形容詞接続,*,*,*,*,御,オ,オ
即,560,560,7284,接頭詞,名詞接続,*,*,*,*,即,ソク,ソク
準,560,560,5269,接頭詞,名詞接続,*,*,*,*,準,ジュン,ジュン
定,560,560,8157,接頭詞,名詞接続,*,*,*,*,定,テイ,テイ
下,558,558,7300,接頭詞,数接続,*,*,*,*,下,シモ,シモ
非,560,560,6083,接頭詞,名詞接続,*,*,*,*,非,ヒ,ヒ
低,560,560,6387,接頭詞,名詞接続,*,*,*,*,低,テイ,テイ
満,558,558,6794,接頭詞,数接続,*,*,*,*,満,マン,マン
若,560,560,7086,接頭詞,名詞接続,*,*,*,*,若,ワカ,ワカ
ニセ,560,560,5769,接頭詞,名詞接続,*,*,*,*,ニセ,ニセ,ニセ
続,560,560,6982,接頭詞,名詞接続,*,*,*,*,続,ゾク,ゾク
御,560,560,7765,接頭詞,名詞接続,*,*,*,*,御,ゴ,ゴ
御,560,560,5068,接頭詞,名詞接続,*,*,*,*,御,オ,オ
粗,560,560,6782,接頭詞,名詞接続,*,*,*,*,粗,ソ,ソ
干し,560,560,6432,接頭詞,名詞接続,*,*,*,*,干し,ホシ,ホシ
最,560,560,7567,接頭詞,名詞接続,*,*,*,*,最,サイ,サイ
比,560,560,8982,接頭詞,名詞接続,*,*,*,*,比,ヒ,ヒ
猛,560,560,6095,接頭詞,名詞接続,*,*,*,*,猛,モウ,モー
助,560,560,6174,接頭詞,名詞接続,*,*,*,*,助,ジョ,ジョ
ｐＨ,558,558,3716,接頭詞,数接続,*,*,*,*,ｐＨ,ペーハー,ペーハー
Ｎｏ．,558,558,4169,接頭詞,数接続,*,*,*,*,Ｎｏ．,ナンバー,ナンバー
引き,559,559,6827,接頭詞,動詞接続,*,*,*,*,引き,ヒキ,ヒキ
原,560,560,8028,接頭詞,名詞接続,*,*,*,*,原,ゲン,ゲン
まっ,560,560,4857,接頭詞,名詞接続,*,*,*,*,まっ,マッ,マッ
不,560,560,4724,接頭詞,名詞接続,*,*,*,*,不,フ,フ
老,560,560,5898,接頭詞,名詞接続,*,*,*,*,老,ロウ,ロー
焼,560,560,7400,接頭詞,名詞接続,*,*,*,*,焼,ショウ,ショー
チョー,559,559,4722,接頭詞,動詞接続,*,*,*,*,チョー,チョー,チョー
ヌカ,560,560,5147,接頭詞,名詞接続,*,*,*,*,ヌカ,ヌカ,ヌカ
およそ,558,558,6832,接頭詞,数接続,*,*,*,*,およそ,オヨソ,オヨソ
同,560,560,4771,接頭詞,名詞接続,*,*,*,*,同,ドウ,ドー
他,560,560,4563,接頭詞,名詞接続,*,*,*,*,他,タ,タ
引っ,559,559,6977,接頭詞,動詞接続,*,*,*,*,引っ,ヒッ,ヒッ
お,557,557,8865,接頭詞,形容詞接続,*,*,*,*,お,オ,オ
総,558,558,10570,接頭詞,数接続,*,*,*,*,総,ソウ,ソー
消,560,560,7886,接頭詞,名詞接続,*,*,*,*,消,ショウ,ショー
故,560,560,5503,接頭詞,名詞接続,*,*,*,*,故,コ,コ
軽,560,560,7310,接頭詞,名詞接続,*,*,*,*,軽,ケイ,ケイ
毎時,558,558,5813,接頭詞,数接続,*,*,*,*,毎時,マイジ,マイジ
総,560,560,6156,接頭詞,名詞接続,*,*,*,*,総,ソウ,ソー
バカっ,560,560,5172,接頭詞,名詞接続,*,*,*,*,バカっ,バカッ,バカッ
下り,560,560,5384,接頭詞,名詞接続,*,*,*,*,下り,クダリ,クダリ
注,558,558,7129,接頭詞,数接続,*,*,*,*,注,チュウ,チュー
商,560,560,9063,接頭詞,名詞接続,*,*,*,*,商,ショウ,ショー
手,560,560,8964,接頭詞,名詞接続,*,*,*,*,手,テ,テ
新,560,560,5851,接頭詞,名詞接続,*,*,*,*,新,シン,シン
ばか,560,560,6443,接頭詞,名詞接続,*,*,*,*,ばか,バカ,バカ
当,560,560,5259,接頭詞,名詞接続,*,*,*,*,当,トウ,トー
上り,560,560,7289,接頭詞,名詞接続,*,*,*,*,上り,ノボリ,ノボリ
高,558,558,8047,接頭詞,数接続,*,*,*,*,高,コウ,コー
数,560,560,9630,接頭詞,名詞接続,*,*,*,*,数,カズ,カズ
数,560,560,8240,接頭詞,名詞接続,*,*,*,*,数,スウ,スー
雄,560,560,8827,接頭詞,名詞接続,*,*,*,*,雄,オ,オ
ひと,560,560,5831,接頭詞,名詞接続,*,*,*,*,ひと,ヒト,ヒト
異,560,560,6590,接頭詞,名詞接続,*,*,*,*,異,イ,イ
省,560,560,10977,接頭詞,名詞接続,*,*,*,*,省,ショウ,ショー
超,560,560,3679,接頭詞,名詞接続,*,*,*,*,超,チョウ,チョー
常,560,560,7383,接頭詞,名詞接続,*,*,*,*,常,ツネ,ツネ
突っ,559,559,6640,接頭詞,動詞接続,*,*,*,*,突っ,ツッ,ツッ
毎,560,560,7354,接頭詞,名詞接続,*,*,*,*,毎,マイ,マイ
快,560,560,6706,接頭詞,名詞接続,*,*,*,*,快,カイ,カイ
急,560,560,5634,接頭詞,名詞接続,*,*,*,*,急,キュウ,キュー
名,560,560,8080,接頭詞,名詞接続,*,*,*,*,名,メイ,メイ
在,560,560,6333,接頭詞,名詞接続,*,*,*,*,在,ザイ,ザイ
お,560,560,5501,接頭詞,名詞接続,*,*,*,*,お,オ,オ
現,560,560,6785,接頭詞,名詞接続,*,*,*,*,現,ゲン,ゲン
全幅,558,558,5839,接頭詞,数接続,*,*,*,*,全幅,ゼンハバ,ゼンハバ
古,560,560,8728,接頭詞,名詞接続,*,*,*,*,古,コ,コ
古,560,560,7085,接頭詞,名詞接続,*,*,*,*,古,フル,フル
超,557,557,6416,接頭詞,形容詞接続,*,*,*,*,超,チョウ,チョー
延べ,560,560,6838,接頭詞,名詞接続,*,*,*,*,延べ,ノベ,ノベ
本,560,560,6467,接頭詞,名詞接続,*,*,*,*,本,ホン,ホン
半,560,560,7915,接頭詞,名詞接続,*,*,*,*,半,ハン,ハン
クソ,557,557,4902,接頭詞,形容詞接続,*,*,*,*,クソ,クソ,クソ
奪,560,560,6167,接頭詞,名詞接続,*,*,*,*,奪,ダツ,ダツ
未,560,560,4140,接頭詞,名詞接続,*,*,*,*,未,ミ,ミ
共,560,560,8979,接頭詞,名詞接続,*,*,*,*,共,キョウ,キョー
重,560,560,7418,接頭詞,名詞接続,*,*,*,*,重,ジュウ,ジュー
バカ,560,560,5400,接頭詞,名詞接続,*,*,*,*,バカ,バカ,バカ
